aircraft_id,report_date,aircraft_model,operator,flight_phase,cruise_altitude_ft,flight_conditions,weather_conditions,component_name,component_status,anomaly_type,root_cause,maintenance_outcome,base_location,airport_code,crew_experience,contributing_factors,report_summary,health_status,alert_active,flight_hours,report_year,report_month
747668,2007-07-01,B737-200,Air Carrier,Initial Climb,1500.0,Vmc,unknown,main gear,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew landed as precaution; flight crew overcame equipment problem,us,zzz.airport,unknown,aircraft,b737-200 left main gear would not retract. uneventful precautionary lndg performed at dest arpt.,Warning,True,14026,2007,7
948442,2011-05-01,B737-300,Air Carrier,Cruise,28000.0,Mixed,10,mcp,Failed,aircraft equipment problem critical; flight deck / cabin / aircraft event smoke / fire / fumes / odor; inflight event / encounter weather / turbulence,Aircraft,air traffic control issued new clearance; flight crew diverted; flight crew landed as precaution,us,zzz.artcc,flight crew last 90 days 160,human factors; weather; aircraft,b737 first officer reports mcp failure during descent with arcing along the bottom of the windshield. smoke is reported in the forward part of the cabin and the crew elects to divert and experiences intra cockpit communication difficulties using oxygen masks and smoke goggles.,Critical,True,5724,2011,5
694301,2006-04-01,Regional Jet Cl65; Undifferentiated Or Other Model,Air Carrier,Descent,10000.0,Vmc,unknown,unknown,Unknown,other automated adof probs,Company Policy,general none reported / taken,ga,ztl.artcc,air traffic control radar 25,atc equipment / nav facility / buildings,ztl ctlr described ongoing prob with automated hdofs to adjacent apch ctl facilities.,Normal,False,12336,2006,4
736928,2007-05-01,A320,Air Carrier,Landing,0.0,Vmc,unknown,headset,Failed,aircraft equipment problem less severe; deviation / discrepancy - procedural far; deviation / discrepancy - procedural landing without clearance,Human Factors,general none reported / taken,il,ord.airport,flight crew last 90 days 170; flight crew total 11000; flight crew type 4000,aircraft; human factors,a319 lands at ord without hearing clrnc.,Critical,True,11000,2007,5
827664,2009-03-01,Regional Jet 200 Er/Lr (Crj200),Air Carrier,Climb,17000.0,Vmc,unknown,flap/slat control system,Failed,aircraft equipment problem critical; other over weight landing,Aircraft,flight crew diverted; flight crew landed in emergency condition; general declared emergency,us,zzz.airport,unknown,aircraft,crj200 returned to departure airport after receiving a flaps fail message on climb out.,Critical,True,4152,2009,3
826897,2009-03-01,B757-200,Air Carrier,Parked,0.0,Unknown,unknown,engine control,Malfunctioning,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural far,Aircraft,flight crew rejected takeoff; general maintenance action,us,zzz.airport,maintenance technician 7,manuals; logbook entry; human factors; chart or publication; aircraft,a maintenance supervisor and two mechanics report about trouble shooting the cause of a b757-200 aborting take off. the #1 engine throttle would only advance halfway. maintenance supervisor had failed to give a maintenance manual reference for the work that was performed. second abort occurred later.,Critical,True,674,2009,3
694846,2006-04-01,Israel Aircraft Undifferentiated Or Other Model,Personal,Cruise,2000.0,Vmc,unknown,unknown,Unknown,atc issue all types; conflict airborne conflict,Human Factors,general none reported / taken,fl,mlb.airport,unknown,human factors,mco ctlr experienced operror when vectoring arr tfc below mva.,Normal,False,14959,2006,4
794448,2008-07-01,Widebody; Low Wing; 2 Turbojet Eng,Air Carrier,Initial Climb,6000.0,Vmc,10,unknown,Unknown,deviation - altitude excursion from assigned altitude; deviation - track / heading all types; deviation / discrepancy - procedural clearance; other language barrier,Human Factors,air traffic control issued new clearance; air traffic control issued advisory / alert; flight crew returned to clearance,fo,egll.airport,flight crew last 90 days 250; flight crew total 14000; flight crew type 3000,human factors,similar sounding flt numbers and a heavily accented dep controller's voice contribute flt crew accepting and executing a clrnc intended for another acft.,Normal,False,14000,2008,7
1037840,2012-09-01,Pa-46 Malibu/Malibu Mirage/Malibu Matrix,Personal,Takeoff / Launch,0.0,Vmc,10,landing gear,Failed; Improperly Operated,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy; ground event / encounter ground strike - aircraft; inflight event / encounter loss of aircraft control,Human Factors,aircraft aircraft damaged; flight crew regained aircraft control,us,zzz.airport,flight crew last 90 days 140; flight crew total 8500; flight crew type 3000,human factors,when the private rated student rotated the pa-46 malibu prematurely the instructor pilot took control but was unable to prevent the aircraft from settling back onto the runway where they touched down with either the gear up or having collapsed.,Critical,True,8500,2012,9
715548,2006-11-01,Skylane 182/Rg Turbo Skylane/Rg,Other Civil Air Patrol,Takeoff / Launch,0.0,Vmc,6,elevator trim system,Malfunctioning,aircraft equipment problem critical; deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy,Human Factors,general maintenance action,us,zzz.airport,flight crew last 90 days 75; flight crew total 1300; flight crew type 425,logbook entry; human factors; environment - non weather related; aircraft; chart or publication,a c182 during tkof clb added nose down trim got additional nose up. added more nose down trim got excessive nose up and decreasing airspd. discovered elevator trim ctl rigged backwards.,Critical,True,1300,2006,11
801511,2008-08-01,Pa-32 Cherokee Six/Lance/Saratoga/6X,Personal,Taxi,0.0,Vmc,unknown,unknown,Unknown,ground excursion taxiway,Human Factors,aircraft aircraft damaged; general maintenance action; general none reported / taken,us,zzz.airport,flight crew last 90 days 90; flight crew total 274; flight crew type 150,human factors; airport,while attempting to avoid parked acft; pa32 pilot goes off txwy.,Normal,False,274,2008,8
1229025,2015-01-01,Small Transport,Air Taxi,Cruise,5000.0,Unknown,unknown,unknown,Unknown,atc issue all types; conflict airborne conflict; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance,Procedure,air traffic control issued new clearance; flight crew took evasive action,az,p50.tracon,air traffic control time certified in pos 1 (mon) 12,procedure; human factors,p50 tmc describes a situation where an aircraft is supposed to make three runs over a target; then when airborne changes its plan and drops skydivers unknown to atc. departing traffic has to deviate around falling skydivers.,Normal,False,6646,2015,1
1191586,2014-07-01,Any Unknown Or Unlisted Aircraft Manufacturer,Personal,Descent,17000.0,Unknown,unknown,unknown,Unknown,aircraft equipment problem critical; conflict airborne conflict; deviation - altitude excursion from assigned altitude; deviation / discrepancy - procedural clearance,Aircraft,air traffic control provided assistance; flight crew took evasive action,us,zzz.artcc,air traffic control time certified in pos 1 (yrs) 5,aircraft; human factors,artcc controller reports of an aircraft that needs to descend due to lack of oxygen. aircraft descends through another controller's airspace. aircraft mode c shows xxx [not known altitude; usually when climbing or descending rapidly] and its path is in conflict with an arrival aircraft. loss of separation occurs because aircraft in rapid descent mode c works again and indicates 1;000 ft lower than conflicting traffic.,Critical,True,1185,2014,7
969532,2011-09-01,Citation Ii S2/Bravo (C550),Corporate,Takeoff / Launch,0.0,Vmc,clear vmc; 6,turbine engine,Improperly Operated,deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural maintenance,Human Factors,aircraft aircraft damaged; flight crew returned to gate; flight crew rejected takeoff; general maintenance action,us,zzz.tower,flight crew last 90 days 100; flight crew total 23500; flight crew type 10000,environment - non weather related; human factors,a ce550 was preflighted by the captain while waiting for his first officer.during his walk around a maintenance blanket on the wing which was not seen. it was subsequently ingested into the right engine.,Normal,False,23500,2011,9
1025667,2012-07-01,Regional Jet 200 Er/Lr (Crj200),Air Carrier,Initial Climb,3500.0,Unknown,unknown,unknown,Unknown,atc issue all types; conflict airborne conflict; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural published material / policy,Human Factors,air traffic control separated traffic,ga,atl.airport,unknown,procedure; human factors,atl front line manager described a loss of separation event development when controllers; briefed on required headings due to weather; failed to issue same and/or take immediate corrective action. the reporter noted proper initial radar training is not being conducted for trainees at high volume/complex facilities.,Normal,False,913,2012,7
884166,2010-04-01,Medium Transport; Low Wing; 2 Turbojet Eng,Air Carrier,Initial Approach,3000.0,Vmc,thunderstorm; turbulence; windshear,unknown,Unknown,atc issue all types; deviation - speed all types; inflight event / encounter weather / turbulence; inflight event / encounter fuel issue,Ambiguous,flight crew regained aircraft control,pa,phl.airport,unknown,procedure; weather,an air carrier first officer reported an unexplained thirty minute delay arriving into phl on the vcn 8 arrival to runway 9. after being cleared for the approach the aircraft encountered an unannounced windshear of 30-40 kts.,Normal,False,13011,2010,4
758197,2007-10-01,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,Personal,Cruise,5500.0,Vmc,unknown,unknown,Unknown,airspace violation all types; deviation / discrepancy - procedural far,Human Factors,general none reported / taken,oh,hao.airport,flight crew last 90 days 39; flight crew total 588; flight crew type 588,human factors,plt of vfr acft on flt following with atc was terminated late and entered cvg class b without clrnc.,Normal,False,588,2007,10
716658,2006-11-01,Pa-32 Cherokee Six/Lance/Saratoga/6X,Personal,Descent,2000.0,Mixed,unknown,unknown,Unknown,deviation - altitude excursion from assigned altitude; deviation / discrepancy - procedural published material / policy,Human Factors,flight crew overcame equipment problem,us,zzz.airport,flight crew last 90 days 30; flight crew total 335; flight crew type 20,aircraft; human factors,pa32 plt experienced eng failure due to fuel mismanagement. eng was successfully restarted.,Normal,False,335,2006,11
